order_number,customer_name,customer_email,product_name,product_sku,quantity,total_amount,order_date,shipping_status,tracking_number,carrier,delivery_address
#23270,Catherine Gutierrez,catherine.gutierrez62@proton.me,Desk Organizer,DO-116,2,55.98,2025-11-25,shipped,11265640463210,OnTrac,"1439 Park Ave, Sacramento, CA 95814"
#38582,Kenneth Brown,kenneth.brown71@yahoo.com,Tripod Stand,TS-128,4,159.96,2026-05-09,cancelled,,,"5518 Forest Dr, Detroit, MI 48201"
#65715,Alexander Morris,alexander.morris41@hotmail.com,Mouse Pad XL,MPX-109,4,91.96,2026-03-21,delivered,1Z4396935806193175,UPS,"332 Valley Rd, Raleigh, NC 27601"
#14723,Frank Carter,frank.carter6@hotmail.com,Docking Station,DS-125,1,149.99,2026-04-02,delivered,75668990710908,LaserShip,"3062 Hillside Rd, Tucson, AZ 85701"
#38401,Benjamin Sullivan,benjamin.sullivan75@gmail.com,Shredder,SH-137,4,359.96,2025-12-11,delivered,9807273099,DHL,"9109 Meadow Ln, San Francisco, CA 94101"
#38438,William Barnes,william.barnes93@gmail.com,Surge Protector,SP2-135,3,98.97,2026-03-29,shipped,92903811508473694211,USPS,"8535 Cedar Ln, Indianapolis, IN 46201"
#52818,Jessica Young,jessica.young49@proton.me,Fitness Tracker,FT-120,2,179.98,2026-01-21,shipped,1Z3578785418135665,UPS,"2655 Park Ave, Corpus Christi, TX 78401"
#27730,Kathleen Watson,kathleen.watson80@hotmail.com,Portable Monitor,PM-130,4,999.96,2026-02-13,shipped,735580421425,FedEx,"4787 Sunset Blvd, Bakersfield, CA 93301"
#73508,Margaret Garcia,margaret.garcia28@hotmail.com,Cable Organizer Kit,COK-134,3,53.97,2025-12-06,shipped,025196511139,FedEx,"2980 Elm St, Charlotte, NC 28201"
#13776,Benjamin Perez,benjamin.perez22@proton.me,Laptop Backpack,LB-117,3,239.97,2026-02-12,delivered,471252597528,FedEx,"1863 Maple Dr, Kansas City, MO 64101"
#90948,Scott Campbell,scott.campbell69@hotmail.com,Portable SSD 1TB,SSD-102,3,329.97,2026-03-06,delivered,020984288337,FedEx,"3398 Sunset Blvd, Springfield, IL 62701"
#19080,Carolyn Anderson,carolyn.anderson14@gmail.com,USB Microphone,UM-110,1,89.99,2026-04-10,delivered,99927835042319,Amazon Logistics,"632 Valley Rd, Portland, OR 97201"
#69561,Kevin Gonzalez,kevin.gonzalez58@yahoo.com,Ring Light 10inch,RL-105,2,99.98,2026-04-05,delivered,126567161535,FedEx,"8028 Meadow Ln, Salt Lake City, UT 84101"
#31152,Nicholas Torres,nicholas.torres81@proton.me,Bluetooth Speaker,BS-106,3,209.97,2025-12-16,shipped,046228302092,FedEx,"3620 Hillside Rd, Las Vegas, NV 89101"
#74086,Jennifer Peterson,jennifer.peterson94@yahoo.com,Gaming Mouse,GM-122,4,279.96,2026-01-13,delivered,48012490730478,OnTrac,"5924 Oak Ave, San Jose, CA 95101"
#40349,Mary Kelly,mary.kelly95@proton.me,Noise Cancelling Headphones,NCH-600,1,129.99,2026-03-15,processing,,,"5826 Meadow Ln, Las Vegas, NV 89101"
#56001,Amanda Bailey,amanda.bailey75@proton.me,Standing Desk Mat,SDM-101,3,167.97,2026-03-05,shipped,08488660843280,LaserShip,"8374 Maple Dr, Anaheim, CA 92801"
#26599,Stephen Turner,stephen.turner91@icloud.com,Gaming Headset,GH-123,4,479.96,2026-04-28,shipped,1Z7413049294472319,UPS,"7013 Forest Dr, Pittsburgh, PA 15201"
#22933,Sharon Rivera,sharon.rivera88@yahoo.com,Mechanical Keyboard,MK-200,1,89.99,2025-11-26,delivered,41653696138479485644,USPS,"9613 Highland Ave, Seattle, WA 98101"
#27722,Laura White,laura.white42@outlook.com,Wireless Mouse,WM-100,3,149.97,2025-11-29,cancelled,,,"5087 Meadow Ln, Anaheim, CA 92801"
#37046,Pamela Anderson,pamela.anderson22@hotmail.com,Ergonomic Chair,EC-900,1,299.99,2026-03-16,shipped,57339387607102,LaserShip,"1695 Washington Blvd, Oklahoma City, OK 73101"
#42890,Debra Green,debra.green59@proton.me,Fitness Tracker,FT-120,2,179.98,2026-04-17,shipped,1Z1074059352764899,UPS,"3545 Valley Rd, Springfield, IL 62701"
#69500,Jennifer Myers,jennifer.myers57@yahoo.com,Wireless Mouse,WM-100,1,49.99,2026-05-13,processing,,,"6824 Main St, Louisville, KY 40201"
#35762,Gregory Henderson,gregory.henderson96@gmail.com,Wireless Mouse,WM-100,2,99.98,2025-12-19,delivered,1Z4808748583484802,UPS,"5453 Washington Blvd, Corpus Christi, TX 78401"
#86574,Stephanie Sanchez,stephanie.sanchez80@hotmail.com,Whiteboard Markers Set,WMS-140,2,25.98,2026-01-30,processing,,,"9286 Broadway, Tucson, AZ 85701"
#45170,Andrew Perry,andrew.perry96@icloud.com,Green Screen,GS-127,2,91.98,2026-01-06,out_for_delivery,99307071521991,OnTrac,"2455 Forest Dr, Kansas City, MO 64101"
#69744,Eric Walker,eric.walker22@proton.me,Mechanical Keyboard,MK-200,3,269.97,2026-05-07,out_for_delivery,41288998340909,Amazon Logistics,"1851 Summit Ave, Boston, MA 02101"
#29803,Cynthia Rogers,cynthia.rogers82@gmail.com,Gaming Mouse,GM-122,4,279.96,2026-01-22,shipped,35779831933616,OnTrac,"5345 Oak Ave, Memphis, TN 38101"
#49660,Elizabeth Wilson,elizabeth.wilson27@icloud.com,Earbuds Pro,EP-121,2,199.98,2026-03-06,processing,,,"1199 Park Ave, Houston, TX 77001"
#13366,Elizabeth Myers,elizabeth.myers99@yahoo.com,Smart Bulb Pack,SBP-114,4,159.96,2026-03-22,processing,,,"6332 Highland Ave, Sacramento, CA 95814"
#34443,Rebecca Murphy,rebecca.murphy29@outlook.com,Smart Bulb Pack,SBP-114,3,119.97,2025-12-31,delivered,16168628538357,Amazon Logistics,"6025 Lake Dr, Honolulu, HI 96801"
#83168,Brenda Morris,brenda.morris70@icloud.com,Planner 2026,PL-141,2,39.98,2026-04-11,shipped,1Z0103868941135906,UPS,"4514 Sunset Blvd, Los Angeles, CA 90001"
#37520,Helen Sullivan,helen.sullivan69@icloud.com,Gaming Headset,GH-123,1,119.99,2025-11-27,shipped,89405223263557,OnTrac,"4654 Maple Dr, Denver, CO 80201"
#68527,Justin Reyes,justin.reyes99@icloud.com,Air Purifier,AP-115,3,389.97,2026-04-03,pending,,,"8371 Summit Ave, Arlington, TX 76001"
#75683,Scott Kelly,scott.kelly37@gmail.com,Smartphone Gimbal,SG-129,4,439.96,2026-03-15,shipped,9763767131,DHL,"6553 Park Ave, Anaheim, CA 92801"
#40415,Kevin Harris,kevin.harris71@outlook.com,Smartphone Gimbal,SG-129,1,109.99,2026-01-27,processing,,,"362 Maple Dr, Atlanta, GA 30301"
#74860,Patrick Gonzalez,patrick.gonzalez41@outlook.com,Laminator,LAM-138,1,39.99,2026-05-02,out_for_delivery,1Z2680561196925043,UPS,"6196 Highland Ave, San Diego, CA 92101"
#74852,Janet Gray,janet.gray11@icloud.com,Webcam HD 1080p,WC-500,2,159.98,2026-04-17,delivered,73118761900063,Amazon Logistics,"6905 Sunset Blvd, Albuquerque, NM 87101"
#43920,Rebecca Morales,rebecca.morales12@yahoo.com,Noise Cancelling Headphones,NCH-600,2,259.98,2026-03-20,delivered,36809979994872512970,USPS,"182 Broadway, Springfield, IL 62701"
#69669,Debra Barnes,debra.barnes54@yahoo.com,Noise Cancelling Headphones,NCH-600,1,129.99,2026-04-24,delivered,3819454402,DHL,"2498 Forest Dr, San Jose, CA 95101"
#57417,Nicholas Ward,nicholas.ward90@gmail.com,Notebook Hardcover,NB-142,3,44.97,2025-12-31,processing,,,"9885 Elm St, Houston, TX 77001"
#52936,Richard Hall,richard.hall81@gmail.com,Stapler Heavy Duty,SHD-139,2,49.98,2026-04-27,shipped,11256792092866567440,USPS,"189 Summit Ave, Oklahoma City, OK 73101"
#76313,Benjamin Powell,benjamin.powell94@proton.me,4K Webcam,4KW-112,4,599.96,2026-03-11,shipped,916700777856,FedEx,"8444 Sunset Blvd, Columbus, OH 43085"
#39373,Sharon Adams,sharon.adams23@yahoo.com,Power Bank 20000mAh,PB-118,4,199.96,2026-04-23,delivered,1Z9557510941792065,UPS,"4774 Maple Dr, Baltimore, MD 21201"
#40370,Patrick Miller,patrick.miller2@proton.me,Green Screen,GS-127,1,45.99,2026-04-03,shipped,31622774205570,LaserShip,"8588 Sunset Blvd, Baltimore, MD 21201"
#65927,Anthony Diaz,anthony.diaz32@hotmail.com,Smartphone Gimbal,SG-129,3,329.97,2026-04-30,returned,010256630824,FedEx,"8804 Pine Rd, Memphis, TN 38101"
#14098,Edward Lopez,edward.lopez45@icloud.com,Standing Desk Mat,SDM-101,2,111.98,2026-03-26,shipped,85616449226820,LaserShip,"8106 Highland Ave, Arlington, TX 76001"
#61747,Jennifer Rodriguez,jennifer.rodriguez72@gmail.com,Webcam HD 1080p,WC-500,2,159.98,2026-02-15,delivered,11235924329466,Amazon Logistics,"8737 Park Ave, Albuquerque, NM 87101"
#91698,Thomas Clark,thomas.clark30@yahoo.com,Standing Desk Mat,SDM-101,1,55.99,2025-12-07,delivered,1Z2713639165145545,UPS,"8306 Summit Ave, Austin, TX 73301"
#39266,Shirley King,shirley.king14@yahoo.com,Cable Management Box,CMB-108,3,74.97,2025-12-08,pending,,,"5808 River Rd, Baltimore, MD 21201"
#11602,Sandra Carter,sandra.carter50@proton.me,Noise Cancelling Headphones,NCH-600,1,129.99,2026-04-02,out_for_delivery,81035719702198,LaserShip,"2774 Elm St, Baltimore, MD 21201"
#69904,Daniel Gray,daniel.gray84@proton.me,Fitness Tracker,FT-120,4,359.96,2026-01-07,cancelled,,,"3230 Park Ave, Honolulu, HI 96801"
#54116,Rebecca Miller,rebecca.miller93@yahoo.com,Wireless Charger,WCH-103,1,29.99,2026-05-05,out_for_delivery,97938220313963,LaserShip,"4051 Elm St, Kansas City, MO 64101"
#13878,Amanda Roberts,amanda.roberts49@proton.me,Smartwatch,SW-119,3,599.97,2025-12-29,shipped,54136431257839,LaserShip,"7016 River Rd, Cleveland, OH 44101"
#30908,Linda Hill,linda.hill73@hotmail.com,Power Bank 20000mAh,PB-118,3,149.97,2026-04-14,delivered,46546574429997,OnTrac,"8214 River Rd, San Jose, CA 95101"
#53201,Jennifer James,jennifer.james80@gmail.com,Laptop Backpack,LB-117,4,319.96,2026-02-25,shipped,317508335293,FedEx,"2357 Lakeview Dr, Boston, MA 02101"
#81974,Alexander Gonzalez,alexander.gonzalez98@yahoo.com,Noise Cancelling Headphones,NCH-600,4,519.96,2026-03-14,shipped,01264058833589775580,USPS,"1674 Pine Rd, Bakersfield, CA 93301"
#16003,Dennis Bennett,dennis.bennett32@proton.me,Gaming Mouse,GM-122,2,139.98,2026-01-31,shipped,17135562578902,OnTrac,"936 Main St, San Diego, CA 92101"
#21720,Shirley Sanders,shirley.sanders32@yahoo.com,Laptop Stand,LS-700,4,183.96,2026-03-03,shipped,96752194589074,OnTrac,"1963 Forest Dr, Oklahoma City, OK 73101"
#67727,Michael Hernandez,michael.hernandez26@proton.me,Tripod Stand,TS-128,4,159.96,2026-04-18,cancelled,,,"2444 Maple Dr, Atlanta, GA 30301"
#79542,John Collins,john.collins61@gmail.com,Planner 2026,PL-141,3,59.97,2026-03-15,processing,,,"4540 Park Ave, Houston, TX 77001"
#68422,Paul Lee,paul.lee5@outlook.com,Phone Stand,PS-107,2,29.98,2026-03-09,pending,,,"258 Lake Dr, Philadelphia, PA 19101"
#61534,Linda Thompson,linda.thompson35@proton.me,Power Bank 20000mAh,PB-118,1,49.99,2025-12-15,delivered,56473140067953,LaserShip,"3223 River Rd, Austin, TX 73301"
#86070,Richard Butler,richard.butler1@yahoo.com,Stapler Heavy Duty,SHD-139,1,24.99,2026-05-05,delivered,2314230320,DHL,"6898 Summit Ave, Springfield, IL 62701"
#64128,David Murphy,david.murphy55@icloud.com,Desk Organizer,DO-116,3,83.97,2025-12-29,delivered,58370531320311260143,USPS,"9899 Cedar Ln, Boston, MA 02101"
#27364,Jason Watson,jason.watson74@hotmail.com,RAM 16GB DDR4,RAM-132,1,59.99,2026-02-08,shipped,321244461069,FedEx,"2006 Park Ave, Indianapolis, IN 46201"
#57198,Brian Lopez,brian.lopez40@gmail.com,Smart Bulb Pack,SBP-114,3,119.97,2026-03-13,delivered,00114177084125,OnTrac,"5779 Elm St, Salt Lake City, UT 84101"
#20186,Heather Hill,heather.hill61@gmail.com,LED Desk Lamp,LDL-800,2,69.98,2026-02-23,shipped,27410244516955835757,USPS,"9920 Meadow Ln, Bakersfield, CA 93301"
#66530,Raymond Phillips,raymond.phillips83@gmail.com,NVMe SSD 500GB,NVM-131,1,79.99,2026-01-28,out_for_delivery,33098143550516,OnTrac,"7751 Oak Ave, Atlanta, GA 30301"
#77575,Amy Williams,amy.williams15@gmail.com,Fitness Tracker,FT-120,1,89.99,2026-05-14,delivered,06180151688528,Amazon Logistics,"4989 Washington Blvd, Los Angeles, CA 90001"
#45680,Dorothy Hughes,dorothy.hughes68@proton.me,4K Webcam,4KW-112,3,449.97,2026-01-12,shipped,49262603141657,OnTrac,"8389 Meadow Ln, Columbus, OH 43085"
#90141,Samuel Diaz,samuel.diaz79@gmail.com,Monitor Stand,MS-400,2,119.98,2026-01-13,delivered,1778912260,DHL,"3847 Maple Dr, Oklahoma City, OK 73101"
#44938,Ryan Young,ryan.young98@outlook.com,Phone Stand,PS-107,3,44.97,2026-01-01,shipped,84921412074798,OnTrac,"927 Oak Ave, Boston, MA 02101"
#36201,Sarah Gonzalez,sarah.gonzalez29@hotmail.com,Cable Organizer Kit,COK-134,3,53.97,2026-03-26,delivered,1Z5431738316019462,UPS,"804 River Rd, Columbus, OH 43085"
#76602,David Ramirez,david.ramirez65@hotmail.com,Bluetooth Speaker,BS-106,4,279.96,2026-04-11,delivered,35295864647028,LaserShip,"752 Maple Dr, St. Louis, MO 63101"
#83807,Jennifer Lewis,jennifer.lewis52@yahoo.com,Smartphone Gimbal,SG-129,2,219.98,2026-01-04,shipped,90091639830129,OnTrac,"6662 Lake Dr, Salt Lake City, UT 84101"
#19565,Maria Martinez,maria.martinez40@yahoo.com,NVMe SSD 500GB,NVM-131,4,319.96,2025-11-25,delivered,67613487150998,OnTrac,"167 Maple Dr, Miami, FL 33101"
#76779,Jason Barnes,jason.barnes77@outlook.com,Wireless Mouse,WM-100,4,199.96,2026-02-28,shipped,83925786663071,LaserShip,"2328 Broadway, Philadelphia, PA 19101"
#10229,Rebecca Miller,rebecca.miller16@icloud.com,Mechanical Keyboard,MK-200,1,89.99,2026-04-11,shipped,75706052668547,LaserShip,"6318 Washington Blvd, Houston, TX 77001"
#10360,Mark Phillips,mark.phillips6@hotmail.com,Fitness Tracker,FT-120,1,89.99,2026-03-29,pending,,,"7527 River Rd, Anaheim, CA 92801"
#60371,Debra Perry,debra.perry50@outlook.com,Bluetooth Speaker,BS-106,4,279.96,2026-03-31,delivered,43574529816861,OnTrac,"4759 Washington Blvd, Salt Lake City, UT 84101"
#16188,Karen Hill,karen.hill46@icloud.com,Fitness Tracker,FT-120,1,89.99,2026-02-07,delivered,1Z2511984843166944,UPS,"289 Hillside Rd, Cleveland, OH 44101"
#55918,Amy Evans,amy.evans33@hotmail.com,Surge Protector,SP2-135,4,131.96,2026-04-08,shipped,603854994673,FedEx,"6226 Broadway, Philadelphia, PA 19101"
#57735,Brian Wood,brian.wood19@hotmail.com,Fitness Tracker,FT-120,2,179.98,2026-03-21,delivered,31809048737680,OnTrac,"3961 Sunset Blvd, Omaha, NE 68101"
#88919,Emma Nelson,emma.nelson53@outlook.com,Whiteboard Markers Set,WMS-140,4,51.96,2025-12-01,returned,23209166681122,Amazon Logistics,"3057 Park Ave, Atlanta, GA 30301"
#92965,Debra Jones,debra.jones95@outlook.com,Bluetooth Speaker,BS-106,3,209.97,2025-12-07,processing,,,"1151 Meadow Ln, Los Angeles, CA 90001"
#11548,Katherine Lopez,katherine.lopez29@yahoo.com,Ring Light 10inch,RL-105,4,199.96,2026-05-14,processing,,,"6451 River Rd, Salt Lake City, UT 84101"
#76271,Gary Hughes,gary.hughes10@proton.me,Earbuds Pro,EP-121,1,99.99,2026-03-11,delivered,2105671018,DHL,"8860 Lakeview Dr, San Diego, CA 92101"
#32131,Samantha Lopez,samantha.lopez30@outlook.com,Laminator,LAM-138,3,119.97,2026-04-06,out_for_delivery,81377989439694,OnTrac,"137 Meadow Ln, Tucson, AZ 85701"
#32106,Melissa Adams,melissa.adams57@gmail.com,Smartwatch,SW-119,4,799.96,2026-04-05,shipped,1Z2611965113000910,UPS,"6350 Willow Way, Raleigh, NC 27601"
#28177,Amanda Ward,amanda.ward65@yahoo.com,Wireless Mouse,WM-100,1,49.99,2026-01-23,delivered,1526028092,DHL,"3629 River Rd, Salt Lake City, UT 84101"
#44635,Dorothy Peterson,dorothy.peterson35@hotmail.com,Mechanical Keyboard,MK-200,1,89.99,2026-04-01,out_for_delivery,54266818592705,LaserShip,"5334 Main St, Pittsburgh, PA 15201"
#53821,Jennifer Richardson,jennifer.richardson6@yahoo.com,Drawing Tablet,DT-111,1,159.99,2026-01-15,delivered,1Z1820048966040013,UPS,"4549 Forest Dr, Baltimore, MD 21201"
#75131,Matthew Allen,matthew.allen49@gmail.com,Mouse Pad XL,MPX-109,1,22.99,2026-02-19,cancelled,,,"8424 Highland Ave, Phoenix, AZ 85001"
#66161,Patricia Barnes,patricia.barnes3@icloud.com,Fitness Tracker,FT-120,4,359.96,2026-03-08,delivered,04424363968641,Amazon Logistics,"6258 River Rd, San Diego, CA 92101"
#15111,George Stewart,george.stewart56@outlook.com,Mouse Pad XL,MPX-109,2,45.98,2025-12-12,pending,,,"1676 Summit Ave, Bakersfield, CA 93301"
#59137,Carol Butler,carol.butler47@yahoo.com,Shredder,SH-137,2,179.98,2026-02-15,shipped,25144404449213,OnTrac,"976 Pine Rd, Portland, OR 97201"
#31718,Joshua Torres,joshua.torres50@proton.me,Smartwatch,SW-119,2,399.98,2026-01-26,shipped,8023119354,DHL,"2772 Oak Ave, Omaha, NE 68101"
#25342,Stephanie Green,stephanie.green67@icloud.com,Ring Light 10inch,RL-105,2,99.98,2026-03-16,delivered,55455377619794,OnTrac,"4304 Highland Ave, Cleveland, OH 44101"
#80558,Sandra Robinson,sandra.robinson38@hotmail.com,Ring Light 10inch,RL-105,1,49.99,2026-04-02,shipped,85719387272262,Amazon Logistics,"7141 Summit Ave, Raleigh, NC 27601"
#85845,Susan Smith,susan.smith42@yahoo.com,Monitor Stand,MS-400,2,119.98,2025-12-02,delivered,80164248911669,LaserShip,"8809 Lake Dr, Denver, CO 80201"
#20769,Angela Bennett,angela.bennett58@yahoo.com,Docking Station,DS-125,4,599.96,2026-04-04,processing,,,"5978 Hillside Rd, Philadelphia, PA 19101"
#87535,Donna Walker,donna.walker79@outlook.com,Webcam HD 1080p,WC-500,4,319.96,2026-05-06,delivered,243426337364,FedEx,"5372 Park Ave, Chicago, IL 60601"
#67179,Patrick Ward,patrick.ward20@proton.me,Wireless Mouse,WM-100,1,49.99,2026-03-04,delivered,15415317228070,Amazon Logistics,"8410 River Rd, Memphis, TN 38101"
#39450,Helen Murphy,helen.murphy96@outlook.com,Wireless Charger,WCH-103,2,59.98,2026-04-05,shipped,54099109069186,OnTrac,"7811 Oak Ave, Baltimore, MD 21201"
#90792,Joshua Campbell,joshua.campbell41@proton.me,LED Desk Lamp,LDL-800,4,139.96,2026-05-14,processing,,,"7754 Highland Ave, San Francisco, CA 94101"
#80712,Barbara Fisher,barbara.fisher28@yahoo.com,Portable Monitor,PM-130,2,499.98,2026-03-13,delivered,1Z5750472508596027,UPS,"4013 Broadway, Honolulu, HI 96801"
#70923,Eric Campbell,eric.campbell20@hotmail.com,Wireless Mouse,WM-100,3,149.97,2026-02-19,delivered,770493078796,FedEx,"8145 Highland Ave, Richmond, VA 23218"
#43992,Katherine Johnson,katherine.johnson69@hotmail.com,Smart Bulb Pack,SBP-114,3,119.97,2026-05-21,delivered,79193938641932,OnTrac,"3700 Cedar Ln, Springfield, IL 62701"
#90353,Jack Nelson,jack.nelson90@icloud.com,Noise Cancelling Headphones,NCH-600,1,129.99,2025-11-27,returned,15371246819171,LaserShip,"9798 Main St, Arlington, TX 76001"
#41081,Jacob Russell,jacob.russell78@hotmail.com,Drawing Tablet,DT-111,4,639.96,2026-01-20,delivered,12017095713732,LaserShip,"2271 Lake Dr, Seattle, WA 98101"
#33912,Brenda Adams,brenda.adams17@icloud.com,Smart Bulb Pack,SBP-114,1,39.99,2026-04-09,delivered,070668354264,FedEx,"1367 Broadway, Charlotte, NC 28201"
#17108,Maria Gutierrez,maria.gutierrez28@icloud.com,Smart Bulb Pack,SBP-114,2,79.98,2026-03-29,shipped,349742767431,FedEx,"2671 Pine Rd, Omaha, NE 68101"
#64898,Nancy Foster,nancy.foster77@gmail.com,Cable Management Box,CMB-108,3,74.97,2025-12-10,shipped,570124697842,FedEx,"3384 Oak Ave, Kansas City, MO 64101"
#34388,Emily Gray,emily.gray98@yahoo.com,CPU Cooler,CC-133,4,199.96,2026-05-15,shipped,82902849627246263736,USPS,"6936 Main St, Jacksonville, FL 32099"
#83135,Michelle Ramirez,michelle.ramirez28@proton.me,USB-C Hub,UCH-300,3,119.97,2025-12-27,delivered,46287987772002,Amazon Logistics,"2497 Pine Rd, Miami, FL 33101"
#99678,Katherine Gray,katherine.gray10@outlook.com,Green Screen,GS-127,3,137.97,2026-04-26,delivered,582367279515,FedEx,"875 Main St, Salt Lake City, UT 84101"
#77340,Jonathan Adams,jonathan.adams36@hotmail.com,Gaming Mouse,GM-122,4,279.96,2026-04-26,delivered,21837925200636713855,USPS,"509 Washington Blvd, Richmond, VA 23218"
#73991,Eric Allen,eric.allen17@icloud.com,Gaming Mouse,GM-122,2,139.98,2026-02-19,shipped,6164743658,DHL,"5676 Broadway, Cincinnati, OH 45201"
#95843,Matthew Sanchez,matthew.sanchez7@gmail.com,Cable Management Box,CMB-108,1,24.99,2026-03-10,processing,,,"1563 Washington Blvd, Richmond, VA 23218"
#48152,Gary Nelson,gary.nelson5@gmail.com,Mini Projector,MP-113,2,399.98,2026-02-17,shipped,1138628347,DHL,"7343 Washington Blvd, Atlanta, GA 30301"
#44870,Kenneth Morgan,kenneth.morgan29@hotmail.com,Laminator,LAM-138,1,39.99,2026-04-15,out_for_delivery,9265423674,DHL,"252 Park Ave, Bakersfield, CA 93301"
#92695,Timothy Turner,timothy.turner53@yahoo.com,Smart Plug,SP-104,2,39.98,2026-05-15,delivered,5649266207,DHL,"8424 Cedar Ln, San Francisco, CA 94101"
#40228,Robert Williams,robert.williams7@yahoo.com,Planner 2026,PL-141,3,59.97,2026-01-15,delivered,63144455747247270426,USPS,"4342 Highland Ave, Kansas City, MO 64101"
#51200,Sandra Butler,sandra.butler71@icloud.com,NVMe SSD 500GB,NVM-131,1,79.99,2026-05-18,delivered,1Z1633907264586115,UPS,"2359 Lake Dr, Anaheim, CA 92801"
#77506,Dorothy Hernandez,dorothy.hernandez78@hotmail.com,Surge Protector,SP2-135,1,32.99,2026-03-08,shipped,1Z3083687992517554,UPS,"5576 Washington Blvd, Arlington, TX 76001"
#16648,Nancy Jones,nancy.jones57@hotmail.com,Bluetooth Speaker,BS-106,4,279.96,2025-12-10,delivered,19422749639246,OnTrac,"4951 Pine Rd, Seattle, WA 98101"
#44366,Carol Sullivan,carol.sullivan28@outlook.com,Smartphone Gimbal,SG-129,4,439.96,2026-05-03,shipped,2929252111,DHL,"8137 Maple Dr, Bakersfield, CA 93301"
#50537,Janet Carter,janet.carter14@proton.me,Cable Organizer Kit,COK-134,2,35.98,2025-12-09,processing,,,"2501 Lake Dr, Miami, FL 33101"
#98813,James Brown,james.brown63@yahoo.com,Smart Plug,SP-104,4,79.96,2026-01-10,pending,,,"8945 Park Ave, Atlanta, GA 30301"
#80419,Steven Lee,steven.lee45@yahoo.com,Desk Organizer,DO-116,4,111.96,2026-04-10,delivered,831570174506,FedEx,"4316 Valley Rd, St. Louis, MO 63101"
#26517,Carolyn Ramirez,carolyn.ramirez82@icloud.com,Webcam HD 1080p,WC-500,1,79.99,2026-04-29,shipped,53309470697707,OnTrac,"2813 Willow Way, Salt Lake City, UT 84101"
#55044,Karen Adams,karen.adams60@outlook.com,Cable Management Box,CMB-108,4,99.96,2025-12-04,delivered,392681200375,FedEx,"650 Highland Ave, Arlington, TX 76001"
#11646,Scott Campbell,scott.campbell79@hotmail.com,Smartphone Gimbal,SG-129,4,439.96,2026-01-19,returned,88754164750057,Amazon Logistics,"487 Cedar Ln, Albuquerque, NM 87101"
#74588,Michael White,michael.white51@hotmail.com,Cable Organizer Kit,COK-134,2,35.98,2025-12-16,shipped,58056296178550,Amazon Logistics,"8422 Pine Rd, San Francisco, CA 94101"
#49136,Amanda Lopez,amanda.lopez70@icloud.com,Capture Card,CC-126,2,179.98,2026-03-21,processing,,,"7114 Main St, Philadelphia, PA 19101"
#58878,Kathleen Cook,kathleen.cook13@icloud.com,Smartphone Gimbal,SG-129,1,109.99,2026-02-07,delivered,30204759519187,Amazon Logistics,"3975 Forest Dr, Denver, CO 80201"
#23525,Edward Thomas,edward.thomas55@gmail.com,Cable Management Box,CMB-108,4,99.96,2026-02-18,processing,,,"5280 Highland Ave, Philadelphia, PA 19101"
#21095,Cynthia Kelly,cynthia.kelly6@icloud.com,Ring Light 10inch,RL-105,2,99.98,2026-04-06,delivered,82127278496125,Amazon Logistics,"7950 Elm St, Aurora, CO 80010"
#60728,James Diaz,james.diaz90@gmail.com,Mechanical Numpad,MN-124,2,111.98,2026-02-03,shipped,13774206305414,LaserShip,"8637 Cedar Ln, Charlotte, NC 28201"
#11279,Janet Cooper,janet.cooper97@proton.me,LED Desk Lamp,LDL-800,3,104.97,2026-01-23,out_for_delivery,8287495874,DHL,"495 Lakeview Dr, Philadelphia, PA 19101"
#67673,Jacob Adams,jacob.adams70@yahoo.com,Mechanical Numpad,MN-124,3,167.97,2026-03-10,pending,,,"9307 Pine Rd, Boston, MA 02101"
#43970,Heather Perez,heather.perez59@hotmail.com,Gaming Headset,GH-123,3,359.97,2026-01-18,processing,,,"5528 Hillside Rd, Jacksonville, FL 32099"
#71383,William Scott,william.scott76@hotmail.com,Stapler Heavy Duty,SHD-139,4,99.96,2026-02-25,pending,,,"5587 Lakeview Dr, Atlanta, GA 30301"
#26286,Stephen Walker,stephen.walker33@hotmail.com,Desk Organizer,DO-116,2,55.98,2026-02-03,shipped,83498793547492,LaserShip,"5938 Main St, El Paso, TX 79901"
#24253,Rebecca Perez,rebecca.perez18@hotmail.com,Laptop Backpack,LB-117,3,239.97,2026-01-09,shipped,3442337756,DHL,"1030 Valley Rd, Baltimore, MD 21201"
#70304,Helen Russell,helen.russell50@icloud.com,Wireless Charger,WCH-103,3,89.97,2026-02-08,shipped,8037179201,DHL,"6036 Forest Dr, Corpus Christi, TX 78401"
#35390,Alexander Clark,alexander.clark36@hotmail.com,Air Purifier,AP-115,3,389.97,2026-02-18,shipped,42772692191771,Amazon Logistics,"3193 Pine Rd, Louisville, KY 40201"
#84843,Katherine Watson,katherine.watson99@hotmail.com,Surge Protector,SP2-135,4,131.96,2026-02-09,returned,5728494945,DHL,"6906 Hillside Rd, Charlotte, NC 28201"
#93747,Sandra Thomas,sandra.thomas78@icloud.com,Bluetooth Speaker,BS-106,2,139.98,2026-03-07,delivered,652850518907,FedEx,"9556 Valley Rd, Tampa, FL 33601"
#59967,Helen Lopez,helen.lopez17@outlook.com,Webcam HD 1080p,WC-500,1,79.99,2026-03-06,processing,,,"3112 Oak Ave, Minneapolis, MN 55401"
